"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"553","Cucurbita_pepo",25.5,29,"CWR_OCC","H","Bioversity","PI 525171","2018829","","Cucurbita","Egypt","Mut  New Valley-Dakhla Oases","cultivated"
"554","Cucurbita_pepo",6.3,-72.58,"CWR_OCC","H","Bioversity","","2018710","","Cucurbita","Colombia","","cultivated"
"555","Cucurbita_pepo",-18.11442885,144.8230792,"GBIF","H","BRI","1652173617","1652173617","PRESERVED_SPECIMEN","Cucurbita","AU","FORTY MILE SCRUB NP (GPS 18 06 57 144 49 20)(P)","cultivated"
"556","Cucurbita_pepo",-34,150.833333,"GBIF","H","AVH","1300396382","1300396382","UNKNOWN","Cucurbita","AU","","cultivated"
"557","Cucurbita_pepo",14.98,-89.48,"CWR_OCC","H","Bioversity","","2018743","","Cucurbita","Guatemala","Joya Grande en Trementina","cultivated"
"558","Cucurbita_pepo",14.08,-90.36,"GBIF","H","Bioversity","1302292693","1302292693","UNKNOWN","Cucurbita","GT","Mercado de Chiquimulilla","cultivated"
"559","Cucurbita_pepo",-17.2,30.03,"CWR_OCC","H","Bioversity","PI 526244;ICRISAT 29828","2018954","","Cucurbita","Zimbabwe","Zawi","cultivated"
"560","Cucurbita_pepo",31,31,"CWR_OCC","H","Bioversity","PI 525176","2018834","","Cucurbita","Egypt","Bolkema  3 km S of Mehala","cultivated"
"561","Cucurbita_pepo",40.2,-0.45,"CWR_OCC","H","Bioversity","PI 512879","2018918","","Cucurbita","Spain","Villa Hermosa del Rio","cultivated"
"562","Cucurbita_pepo",14.81,-89.36,"CWR_OCC","H","Bioversity","","2018755","","Cucurbita","Guatemala","Aldea el Obraje Camotan Chi","cultivated"
"563","Cucurbita_pepo",-17.71,32.86,"CWR_OCC","H","Bioversity","PI 482591","2018681","","Cucurbita","Zimbabwe","Kute School","cultivated"
"564","Cucurbita_pepo",39.13,21.78,"CWR_OCC","H","Bioversity","726","2018619","","Cucurbita","Greece","Neraida","cultivated"
"565","Cucurbita_pepo",28.01,-15.51,"CWR_OCC","H","Bioversity","PI 537532","2018887","","Cucurbita","Spain","El Gauoual","cultivated"
"566","Cucurbita_pepo",28.01,-15.51,"CWR_OCC","H","Bioversity","PI 537533","2018687","","Cucurbita","Spain","El Gauoual","cultivated"
"567","Cucurbita_pepo",38,-98,"CWR_OCC","H","Bioversity","","2416973","","Cucurbita","United States","",""
"568","Cucurbita_pepo",-23.906743,152.409388,"GBIF","H","Department of Science  Information Technology and Innovation","1667065431","1667065431","UNKNOWN","Cucurbita","AU","LADY MUSGRAVE IS CAPRICORN GROUP OF ISLANDS","cultivated"
"569","Cucurbita_pepo",14.98,-89.48,"GBIF","H","Bioversity","1302292849","1302292849","UNKNOWN","Cucurbita","GT","Joya Grande en Trementina","cultivated"
"570","Cucurbita_pepo",28,31,"CWR_OCC","H","Bioversity","PI 525173","2018831","","Cucurbita","Egypt","El Minya","cultivated"
"571","Cucurbita_pepo",4.702151,-74.068057,"GBIF","H","SDA","1806514190","1806514190","HUMAN_OBSERVATION","Cucurbita","CO","Localidad Suba  PEDH CÃ³rdoba","cultivated"
"572","Cucurbita_pepo",38.895,-77.03666667,"CWR_OCC","H","Bioversity","","3348535","","Cucurbita","United States","",""
"573","Cucurbita_pepo",-38.7048,174.651,"GBIF","H","CHR","1654009706","1654009706","PRESERVED_SPECIMEN","Cucurbita","NZ","","cultivated"
"574","Cucurbita_pepo",27.26,91.36,"CWR_OCC","H","Bioversity","PI 481625","2018669","","Cucurbita","Bhutan","Ngachang","cultivated"
"575","Cucurbita_pepo",-34.62,-58.44,"CWR_OCC","H","Bioversity","PI 458734","2018692","","Cucurbita","Argentina","Vavilov Laboratory","cultivated"
"576","Cucurbita_pepo",40.01,-5.1,"CWR_OCC","H","Bioversity","PI 512796","2018900","","Cucurbita","Spain","2 km N of Garganta De La Olla","cultivated"
"577","Cucurbita_pepo",-19.433332,-58.149998,"GBIF","H","USDA_NPGS","1304906525","1304906525","UNKNOWN","Cucurbita","BO","Market  Santa Cruz","cultivated"
"578","Cucurbita_pepo",-3.41667,114.85,"GBIF","H","USA020","91509564","91509564","UNKNOWN","Cucurbita","ID","Market  Martapura  S. Kalimantan","cultivated"
"579","Cucurbita_pepo",40.66,0.2,"CWR_OCC","H","Bioversity","PI 512834","2018614","","Cucurbita","Spain","4 km Pobla De Benifasar","cultivated"
"580","Cucurbita_pepo",-34.04842703,150.817831,"GBIF","H","NSW Office of Environment and Heritage","1451670622","1451670622","PRESERVED_SPECIMEN","Cucurbita","AU","locality withheld","cultivated"
"581","Cucurbita_pepo",-13,28.1,"GBIF","H","USA020","40619061","40619061","UNKNOWN","Cucurbita","ZM","Chitumbo  Ndola Rural West District  Copperbelt Province","cultivated"
"582","Cucurbita_pepo",41.33,69.25,"CWR_OCC","H","Bioversity","","2018960","","Cucurbita","Uzbekistan","Tashkent","cultivated"
"583","Cucurbita_pepo",-27.666667,153.333333,"GBIF","H","AVH","1300396396","1300396396","UNKNOWN","Cucurbita","AU","","cultivated"
"584","Cucurbita_pepo",4.703333,-74.080833,"GBIF","H","JBBJCM","1702525649","1702525649","PRESERVED_SPECIMEN","Cucurbita","CO","Localidad de Suba  Humedal de CÃ³rdoba","cultivated"
"585","Cucurbita_pepo",4.75917,-74.095025,"GBIF","H","SDA","1806514160","1806514160","HUMAN_OBSERVATION","Cucurbita","CO","Localidad Suba  PEDH La Conejera","cultivated"
"586","Cucurbita_pepo",40.1,-0.36,"CWR_OCC","H","Bioversity","PI 512880","2018919","","Cucurbita","Spain","Giraba","cultivated"
"587","Cucurbita_pepo",41.05,0.5,"CWR_OCC","H","Bioversity","PI 512761","2018595","","Cucurbita","Spain","Miravet","cultivated"
"588","Cucurbita_pepo",-18.78,28.96,"GBIF","H","Bioversity","1302292593","1302292593","UNKNOWN","Cucurbita","ZW","39 km W of Crossroads","cultivated"
"589","Cucurbita_pepo",-12.778333,-38.919444,"GBIF","H","UEFS","1094930825","1094930825","PRESERVED_SPECIMEN","Cucurbita","BR","Trilha dos vilarejos da comunidade Salamina Putumuju","cultivated"
"590","Cucurbita_pepo",-19.18,-64.31,"GBIF","H","Bioversity","1302292527","1302292527","UNKNOWN","Cucurbita","BO","Concepcion","cultivated"
"591","Cucurbita_pepo",14.816667,-89.366667,"GBIF","G","ITAl001|GTM0003|GTM0907","1563486304","1563486304","LIVING_SPECIMEN","Cucurbita","GT","Aldea el Obraje Camotan Chi","cultivated"
"592","Cucurbita_pepo",18.2467,-97.4944,"CWR_OCC","G","Bioversity","","2630195","","Cucurbita","Mexico","Mexico:Puebla State:Zapotitlan","wild"
"593","Cucurbita_pepo",14.93333,-91.11667,"GBIF","H","USA020","205728109","205728109","UNKNOWN","Cucurbita","GT","Public market  Chichicastenango  Quiche Dept","cultivated"
"594","Cucurbita_pepo",33.8611,35.9911,"CWR_OCC","G","Bioversity","","2630196","","Cucurbita","Lebanon","Lebanon:Beka''a","wild"
"595","Cucurbita_pepo",14.883333,-89.583333,"GBIF","G","ITAl001|GTM0003|GTM0907","1563521359","1563521359","LIVING_SPECIMEN","Cucurbita","GT","San Felipe en San Jorge","cultivated"
"596","Cucurbita_pepo",9.033333,38.7,"GBIF","H","USDA_NPGS_GRIN","1304812257","1304812257","UNKNOWN","Cucurbita","ET","","cultivated"
"597","Cucurbita_pepo",35.75,74.5,"CWR_OCC","H","Bioversity","","2018705","","Cucurbita","Pakistan","15 km from Gilgit","cultivated"
"598","Cucurbita_pepo",14.88,-89.58,"GBIF","H","Bioversity","1302292972","1302292972","UNKNOWN","Cucurbita","GT","San Felipe en San Jorge","cultivated"
"599","Cucurbita_pepo",-34.62,-58.44,"GBIF","H","Bioversity","1302292722","1302292722","UNKNOWN","Cucurbita","AR","Vavilov Laboratory","cultivated"
"600","Cucurbita_pepo",14.6,-90.066667,"GBIF","H","CATIE","1305088638","1305088638","UNKNOWN","Cucurbita","GT","","cultivated"
"601","Cucurbita_pepo",15.366667,-89.666667,"GBIF","G","ITAl001|GTM0003|GTM0907","1563621765","1563621765","LIVING_SPECIMEN","Cucurbita","GT","Tinajas Panzos","cultivated"
"602","Cucurbita_pepo",41.16,0.8,"CWR_OCC","H","Bioversity","PI 512772","2018585","","Cucurbita","Spain","2 km Talset","cultivated"
