"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"145","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.6764,-0.808333,"GBIF","H","ESP026","210242568","210242568","PRESERVED_SPECIMEN","Cucurbita","ES","CaÃƒÂ±ada  province of Alicante","cultivated"
"146","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.7675,-0.61,"GBIF","H","ESP026","210242685","210242685","PRESERVED_SPECIMEN","Cucurbita","ES","Bocairent  province of Valencia","cultivated"
"147","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.9347,-76.9236,"GBIF","H","US","1320147186","1320147186","PRESERVED_SPECIMEN","Cucurbita","US","At foot of 53 St  Kate Cannon's garden  Decatur Heights","cultivated"
"148","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.0686,-3.61028,"GBIF","H","ESP027","210242713","210242713","PRESERVED_SPECIMEN","Cucurbita","ES","Daimiel  province of Ciudad Real","cultivated"
"149","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.3333,-1.3,"GBIF","H","ESP026","210242688","210242688","PRESERVED_SPECIMEN","Cucurbita","ES","Cilanco  Villatoya  province of Albacete","cultivated"
"150","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.4431,-0.356389,"GBIF","H","ESP026","210243697","210243697","PRESERVED_SPECIMEN","Cucurbita","ES","La Punta  Valencia  province of Valencia","cultivated"
"151","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.4719,-0.914167,"GBIF","H","ESP026","210242573","210242573","PRESERVED_SPECIMEN","Cucurbita","ES","Siete Aguas  province of Valencia","cultivated"
"152","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.5683,-1.20417,"GBIF","H","ESP026","210242572","210242572","PRESERVED_SPECIMEN","Cucurbita","ES","Utiel  province of Valencia","cultivated"
"153","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.7039,-0.335833,"GBIF","H","ESP026","210242567","210242567","PRESERVED_SPECIMEN","Cucurbita","ES","Albalat dels Tarongers  province of Valencia","cultivated"
"154","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.7442,-4.75389,"GBIF","H","ESP026","210243698","210243698","PRESERVED_SPECIMEN","Cucurbita","ES","Retamoso  province of Toledo","cultivated"
"155","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.7536,-0.361111,"GBIF","H","ESP026","210242570","210242570","PRESERVED_SPECIMEN","Cucurbita","ES","Algimia de Alfara  province of Valencia","cultivated"
"156","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.7536,-0.361111,"GBIF","H","ESP026","210242569","210242569","PRESERVED_SPECIMEN","Cucurbita","ES","Algimia de Alfara  province of Valencia","cultivated"
"157","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.9253,-1.13167,"GBIF","H","ESP026","210242684","210242684","PRESERVED_SPECIMEN","Cucurbita","ES","Aras de Alpuente  province of Valencia","cultivated"
"158","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.9519,-1.235,"GBIF","H","ESP026","210242677","210242677","PRESERVED_SPECIMEN","Cucurbita","ES","Las Rinconadas  Santa Cruz de Moya  province of Cuenca","cultivated"
"159","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.9642,-5.85417,"GBIF","H","ESP026","210243700","210243700","PRESERVED_SPECIMEN","Cucurbita","ES","ValdeiÃƒÂ±igos  Tejeda de Tietar  province of Caceres","cultivated"
"160","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.9653,-0.261944,"GBIF","H","ESP026","210242558","210242558","PRESERVED_SPECIMEN","Cucurbita","ES","Onda  province of Castellon","cultivated"
"161","Cucurbita_pepo_subsp._ovifera_var._ovifera",39.9908,-2.11139,"GBIF","H","ESP026","210242699","210242699","PRESERVED_SPECIMEN","Cucurbita","ES","Arcas  Arcas del Villar  province of Cuenca","cultivated"
"162","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0122,-3.00167,"GBIF","H","ESP026","210242709","210242709","PRESERVED_SPECIMEN","Cucurbita","ES","Tarancon  province of Cuenca","cultivated"
"163","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0206,-0.315278,"GBIF","H","ESP026","210242560","210242560","PRESERVED_SPECIMEN","Cucurbita","ES","Fanzara  province of Castellon","cultivated"
"164","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0319,-0.335556,"GBIF","H","ESP026","210242557","210242557","PRESERVED_SPECIMEN","Cucurbita","ES","Vallat  province of Castellon","cultivated"
"165","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.0347,-3.60139,"GBIF","H","ESP198","210242661","210242661","PRESERVED_SPECIMEN","Cucurbita","ES","Aranjuez  province of Madrid","cultivated"
"166","Cucurbita_pepo_subsp._ovifera_var._ovifera",40.055,-0.349167,"GBIF","H","ESP026","210242559","210242559","PRESERVED_SPECIMEN","Cucurbita","ES","Argelita  province of Castellon","cultivated"
